order_id,customer_id,order_date,order_status,delivery_date,freight_value,estimated_delivery
ORD00000111,CUST0003329,2024-07-08T01:08:14.589029,delivered,2024-07-21T01:08:14.589029,65.59,2024-07-27T01:08:14.589029
ORD00000112,CUST0001953,2025-02-18T19:11:00,delivered,2025-03-04T19:11:00,7.44,2025-02-28T19:11:00
ORD00000113,CUST0001982,2024-11-07T13:16:00,delivered,2024-11-09T13:16:00,64.06,2024-11-12T13:16:00
ORD00000114,CUST0001563,2025-07-29T18:20:00,shipped,,49.91,2025-08-05T18:20:00
ORD00000115,CUST0000398,2024-11-28T14:16:00,delivered,2024-12-13T14:16:00,46.68,2024-12-12T14:16:00
ORD00000116,CUST0000954,2026-07-08T01:08:14.589029,delivered,2026-07-12T01:08:14.589029,32.16,2026-07-22T01:08:14.589029
ORD00000117,CUST0003476,2026-07-08T01:08:14.589029,delivered,2026-07-20T01:08:14.589029,18.53,2026-07-20T01:08:14.589029
ORD00000118,CUST0000763,2026-07-08T01:08:14.589029,delivered,2026-07-16T01:08:14.589029,74.19,2026-07-17T01:08:14.589029
ORD00000119,CUST0001307,2026-07-08T01:08:14.589029,shipped,,65.42,2026-07-24T01:08:14.589029
ORD00000120,CUST0000941,2025-01-07T11:34:00,delivered,2025-01-09T11:34:00,40.33,2025-01-12T11:34:00
ORD00000121,CUST0002558,2025-10-05T06:09:00,delivered,2025-10-18T06:09:00,57.75,2025-10-10T06:09:00
ORD00000122,CUST0002225,2024-07-08T01:08:14.589029,delivered,2024-07-23T01:08:14.589029,57.21,2024-07-14T01:08:14.589029
ORD00000123,CUST0004679,2025-04-06T07:14:00,processing,,34.87,2025-04-26T07:14:00
ORD00000124,CUST0001546,2024-07-08T01:08:14.589029,cancelled,,15.63,2024-07-20T01:08:14.589029
ORD00000125,CUST0002127,2025-07-20T10:14:00,delivered,2025-07-29T10:14:00,10.66,2025-08-04T10:14:00
ORD00000126,CUST0000784,2025-01-04T19:31:00,delivered,2025-01-19T19:31:00,78.16,2025-01-13T19:31:00
ORD00000127,CUST0000379,2024-11-05T23:46:00,shipped,,14.47,2024-11-17T23:46:00
ORD00000128,CUST0003905,2026-05-06T09:21:00,delivered,2026-05-18T09:21:00,73.14,2026-05-21T09:21:00
ORD00000129,CUST0003823,2025-11-15T15:44:00,processing,,79.62,2025-11-29T15:44:00
ORD00000130,CUST0002461,2026-07-08T01:08:14.589029,delivered,2026-07-22T01:08:14.589029,74.3,2026-07-26T01:08:14.589029
ORD00000131,CUST0001619,2026-07-08T01:08:14.589029,processing,,43.92,2026-07-18T01:08:14.589029
ORD00000132,CUST0001826,2026-07-08T01:08:14.589029,delivered,2026-07-19T01:08:14.589029,8.52,2026-07-20T01:08:14.589029
ORD00000133,CUST0001027,2025-07-28T19:03:00,delivered,2025-08-10T19:03:00,8.74,2025-08-11T19:03:00
ORD00000134,CUST0001869,2025-06-10T11:25:00,delivered,2025-06-24T11:25:00,77.68,2025-06-19T11:25:00
ORD00000135,CUST0001809,2025-11-08T07:38:00,shipped,,58.84,2025-11-21T07:38:00
ORD00000136,CUST0002546,2024-07-08T01:08:14.589029,delivered,2024-07-22T01:08:14.589029,5.96,2024-07-13T01:08:14.589029
ORD00000137,CUST0004322,2026-05-26T15:10:00,delivered,2026-06-05T15:10:00,52.8,2026-06-10T15:10:00
ORD00000138,CUST0002892,2024-12-01T11:10:00,delivered,2024-12-05T11:10:00,60.63,2024-12-20T11:10:00
ORD00000139,CUST0000131,2026-01-21T07:27:00,delivered,2026-01-30T07:27:00,35.49,2026-02-04T07:27:00
ORD00000140,CUST0002662,2025-04-02T15:11:00,delivered,2025-04-05T15:11:00,35.04,2025-04-22T15:11:00
ORD00000141,CUST0002193,2026-04-07T15:14:00,delivered,2026-04-15T15:14:00,49.06,2026-04-20T15:14:00
ORD00000142,CUST0001501,2026-05-17T21:35:00,delivered,2026-05-24T21:35:00,39.25,2026-05-29T21:35:00
ORD00000143,CUST0001706,2024-07-08T01:08:14.589029,delivered,2024-07-12T01:08:14.589029,16.44,2024-07-28T01:08:14.589029
ORD00000144,CUST0001029,2024-11-11T09:52:00,delivered,2024-11-24T09:52:00,11.73,2024-11-27T09:52:00
ORD00000145,CUST0002186,2026-07-08T01:08:14.589029,delivered,2026-07-20T01:08:14.589029,66.34,2026-07-22T01:08:14.589029
ORD00000146,CUST0000618,2026-02-08T17:57:00,delivered,2026-02-21T17:57:00,60.72,2026-02-22T17:57:00
ORD00000147,CUST0002730,2026-07-08T01:08:14.589029,delivered,2026-07-11T01:08:14.589029,72.06,2026-07-25T01:08:14.589029
ORD00000148,CUST0001077,2025-06-01T19:07:00,shipped,,15.06,2025-06-08T19:07:00
ORD00000149,CUST0000076,2024-07-31T08:20:00,delivered,2024-08-04T08:20:00,9.11,2024-08-17T08:20:00
ORD00000150,CUST0003649,2025-12-10T12:43:00,delivered,2025-12-18T12:43:00,6.8,2025-12-16T12:43:00
ORD00000151,CUST0000787,2024-10-20T10:31:00,processing,,44.33,2024-10-28T10:31:00
ORD00000152,CUST0003201,2026-02-08T23:33:00,delivered,2026-02-18T23:33:00,40.48,2026-02-24T23:33:00
ORD00000153,CUST0004882,2024-12-21T07:42:00,delivered,2024-12-28T07:42:00,79.49,2024-12-31T07:42:00
ORD00000154,CUST0001279,2026-07-08T01:08:14.589029,delivered,2026-07-18T01:08:14.589029,13.42,2026-07-22T01:08:14.589029
ORD00000155,CUST0003441,2025-01-17T13:46:00,shipped,,63.58,2025-01-29T13:46:00
ORD00000156,CUST0004264,2026-07-08T01:08:14.589029,delivered,2026-07-15T01:08:14.589029,78.27,2026-07-19T01:08:14.589029
ORD00000157,CUST0004623,2024-12-13T22:32:00,shipped,,38.71,2024-12-20T22:32:00
ORD00000158,CUST0002994,2025-04-10T13:59:00,shipped,,42.78,2025-04-29T13:59:00
ORD00000159,CUST0002864,2026-07-08T01:08:14.589029,shipped,,21.04,2026-07-28T01:08:14.589029
ORD00000160,CUST0004565,2025-02-26T11:53:00,delivered,2025-03-05T11:53:00,26.24,2025-03-18T11:53:00
ORD00000161,CUST0002377,2025-05-22T07:21:00,delivered,2025-05-24T07:21:00,43.05,2025-05-28T07:21:00
ORD00000162,CUST0003754,2024-08-16T10:19:00,delivered,2024-08-24T10:19:00,21.09,2024-08-27T10:19:00
ORD00000163,CUST0004754,2024-07-08T01:08:14.589029,delivered,2024-07-13T01:08:14.589029,78.94,2024-07-28T01:08:14.589029
ORD00000164,CUST0002574,2025-06-13T10:32:00,delivered,2025-06-26T10:32:00,19.6,2025-06-21T10:32:00
ORD00000165,CUST0003706,2025-09-02T06:10:00,delivered,2025-09-04T06:10:00,14.72,2025-09-16T06:10:00
ORD00000166,CUST0000837,2024-07-08T01:08:14.589029,delivered,2024-07-10T01:08:14.589029,66.95,2024-07-16T01:08:14.589029
ORD00000167,CUST0001042,2025-08-10T14:31:00,delivered,2025-08-12T14:31:00,48.78,2025-08-27T14:31:00
ORD00000168,CUST0002309,2025-05-01T10:10:00,shipped,,24.46,2025-05-10T10:10:00
ORD00000169,CUST0000578,2024-12-08T20:04:00,delivered,2024-12-10T20:04:00,21.98,2024-12-15T20:04:00
ORD00000170,CUST0000996,2026-07-08T01:08:14.589029,delivered,2026-07-10T01:08:14.589029,24.78,2026-07-15T01:08:14.589029
ORD00000171,CUST0003100,2026-07-08T01:08:14.589029,delivered,2026-07-18T01:08:14.589029,46.42,2026-07-19T01:08:14.589029
ORD00000172,CUST0000764,2024-11-17T09:07:00,cancelled,,79.96,2024-11-25T09:07:00
ORD00000173,CUST0001897,2024-07-08T01:08:14.589029,delivered,2024-07-10T01:08:14.589029,28.23,2024-07-27T01:08:14.589029
ORD00000174,CUST0002252,2024-11-29T18:29:00,delivered,2024-12-11T18:29:00,66.31,2024-12-18T18:29:00
ORD00000175,CUST0002898,2025-05-16T10:48:00,delivered,2025-05-23T10:48:00,54.6,2025-06-05T10:48:00
ORD00000176,CUST0003685,2025-04-21T22:28:00,delivered,2025-04-26T22:28:00,23.52,2025-04-29T22:28:00
ORD00000177,CUST0003314,2025-02-27T18:01:00,delivered,2025-03-07T18:01:00,61.93,2025-03-18T18:01:00
ORD00000178,CUST0002849,2025-12-13T13:05:00,delivered,2025-12-15T13:05:00,11.09,2025-12-30T13:05:00
ORD00000179,CUST0002365,2024-07-08T01:08:14.589029,delivered,2024-07-19T01:08:14.589029,27.52,2024-07-25T01:08:14.589029
ORD00000180,CUST0003829,2024-12-08T18:51:00,delivered,2024-12-10T18:51:00,74.1,2024-12-27T18:51:00
ORD00000181,CUST0002566,2026-07-08T01:08:14.589029,delivered,2026-07-10T01:08:14.589029,38.31,2026-07-16T01:08:14.589029
ORD00000182,CUST0003467,2024-12-09T06:10:00,cancelled,,25.1,2024-12-23T06:10:00
ORD00000183,CUST0003668,2025-04-08T22:19:00,delivered,2025-04-21T22:19:00,35.54,2025-04-23T22:19:00
ORD00000184,CUST0003933,2026-01-07T13:23:00,delivered,2026-01-09T13:23:00,70.73,2026-01-13T13:23:00
ORD00000185,CUST0003152,2026-06-12T12:46:00,delivered,2026-06-15T12:46:00,76.79,2026-07-02T12:46:00
ORD00000186,CUST0003503,2026-07-08T01:08:14.589029,delivered,2026-07-12T01:08:14.589029,74.68,2026-07-19T01:08:14.589029
ORD00000187,CUST0001996,2026-03-16T18:35:00,delivered,2026-03-19T18:35:00,24.56,2026-03-23T18:35:00
ORD00000188,CUST0002617,2025-09-04T09:24:00,delivered,2025-09-06T09:24:00,34.49,2025-09-15T09:24:00
ORD00000189,CUST0002685,2025-07-28T13:38:00,delivered,2025-08-03T13:38:00,54.61,2025-08-17T13:38:00
ORD00000190,CUST0001237,2025-05-20T07:21:00,delivered,2025-05-24T07:21:00,34.21,2025-05-26T07:21:00
ORD00000191,CUST0000911,2026-07-08T01:08:14.589029,delivered,2026-07-11T01:08:14.589029,36.15,2026-07-27T01:08:14.589029
ORD00000192,CUST0004213,2024-07-08T01:08:14.589029,delivered,2024-07-21T01:08:14.589029,46.7,2024-07-17T01:08:14.589029
ORD00000193,CUST0004594,2025-07-07T12:04:00,delivered,2025-07-19T12:04:00,24.68,2025-07-15T12:04:00
ORD00000194,CUST0003381,2025-12-24T19:04:00,delivered,2025-12-28T19:04:00,79.09,2026-01-02T19:04:00
ORD00000195,CUST0001830,2024-07-08T01:08:14.589029,delivered,2024-07-20T01:08:14.589029,37.73,2024-07-20T01:08:14.589029
ORD00000196,CUST0004842,2024-07-08T01:08:14.589029,delivered,2024-07-13T01:08:14.589029,16.05,2024-07-15T01:08:14.589029
ORD00000197,CUST0001223,2026-07-08T01:08:14.589029,delivered,2026-07-16T01:08:14.589029,71.6,2026-07-20T01:08:14.589029
ORD00000198,CUST0002629,2024-12-11T11:58:00,delivered,2024-12-25T11:58:00,24.29,2024-12-25T11:58:00
ORD00000199,CUST0004442,2025-08-28T09:04:00,delivered,2025-09-02T09:04:00,21.56,2025-09-15T09:04:00
ORD00000200,CUST0004604,2025-07-27T16:20:00,delivered,2025-08-07T16:20:00,55.61,2025-08-02T16:20:00
ORD00000201,CUST0000428,2024-12-19T09:44:00,delivered,2025-01-01T09:44:00,59.73,2025-01-05T09:44:00
ORD00000202,CUST0000055,2024-09-12T21:29:00,shipped,,59.11,2024-09-23T21:29:00
ORD00000203,CUST0001197,2025-10-09T08:04:00,delivered,2025-10-21T08:04:00,21.24,2025-10-26T08:04:00
ORD00000204,CUST0002390,2026-07-08T01:08:14.589029,shipped,,45.73,2026-07-24T01:08:14.589029
ORD00000205,CUST0001198,2026-07-08T01:08:14.589029,delivered,2026-07-18T01:08:14.589029,39.98,2026-07-18T01:08:14.589029
ORD00000206,CUST0003616,2024-10-12T15:34:00,delivered,2024-10-16T15:34:00,5.2,2024-10-21T15:34:00
ORD00000207,CUST0002417,2024-08-09T08:27:00,delivered,2024-08-13T08:27:00,41.75,2024-08-27T08:27:00
ORD00000208,CUST0002896,2025-02-23T06:01:00,cancelled,,71.38,2025-03-01T06:01:00
ORD00000209,CUST0002097,2026-02-14T11:13:00,delivered,2026-02-16T11:13:00,20.74,2026-02-19T11:13:00
ORD00000210,CUST0002711,2024-09-14T10:54:00,cancelled,,7.26,2024-09-22T10:54:00
ORD00000211,CUST0002038,2024-12-09T17:17:00,cancelled,,9.82,2024-12-14T17:17:00
ORD00000212,CUST0000036,2024-10-10T15:50:00,shipped,,46.42,2024-10-18T15:50:00
ORD00000213,CUST0001170,2026-07-08T01:08:14.589029,delivered,2026-07-12T01:08:14.589029,27.18,2026-07-16T01:08:14.589029
ORD00000214,CUST0003342,2026-07-08T01:08:14.589029,shipped,,62.96,2026-07-16T01:08:14.589029
ORD00000215,CUST0002004,2026-03-22T23:59:00,delivered,2026-04-01T23:59:00,67.81,2026-04-02T23:59:00
ORD00000216,CUST0000873,2024-07-08T01:08:14.589029,delivered,2024-07-18T01:08:14.589029,56.44,2024-07-18T01:08:14.589029
ORD00000217,CUST0003293,2024-07-08T01:08:14.589029,delivered,2024-07-13T01:08:14.589029,6.49,2024-07-24T01:08:14.589029
ORD00000218,CUST0002536,2024-07-08T01:08:14.589029,cancelled,,29.64,2024-07-22T01:08:14.589029
ORD00000219,CUST0003333,2025-05-16T08:06:00,delivered,2025-05-30T08:06:00,38.69,2025-05-28T08:06:00
ORD00000220,CUST0001170,2025-12-11T09:05:00,pending,,5.04,2025-12-27T09:05:00
ORD00000221,CUST0003080,2024-07-08T01:08:14.589029,delivered,2024-07-20T01:08:14.589029,61.13,2024-07-17T01:08:14.589029
ORD00000222,CUST0004062,2025-06-04T09:47:00,delivered,2025-06-19T09:47:00,47.92,2025-06-24T09:47:00
ORD00000223,CUST0001805,2024-08-16T23:56:00,delivered,2024-08-23T23:56:00,71.19,2024-08-25T23:56:00
ORD00000224,CUST0004196,2025-08-04T23:49:00,shipped,,63.2,2025-08-23T23:49:00
ORD00000225,CUST0004657,2024-09-16T13:31:00,delivered,2024-09-27T13:31:00,48.68,2024-09-30T13:31:00
ORD00000226,CUST0002271,2024-11-02T20:25:00,delivered,2024-11-17T20:25:00,17.78,2024-11-20T20:25:00
ORD00000227,CUST0001903,2025-11-27T17:36:00,delivered,2025-12-05T17:36:00,7.32,2025-12-10T17:36:00
ORD00000228,CUST0004225,2025-12-21T07:29:00,shipped,,57.8,2026-01-08T07:29:00
ORD00000229,CUST0004071,2025-06-26T23:04:00,delivered,2025-07-06T23:04:00,28.21,2025-07-07T23:04:00
